CanonicalTerm,Synonyms,Definition,SourceDocs,SourceRefs,Notes,SourceCount
Conflict (epistemic primitive),,Two or more claims with incompatible warrants about the same key; the existence of a conflict is itself an epistemic entity requiring resolution through a ruling.,SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L14|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §10.1,1
Coordination representation,,"The project-level choice of how teams sequence work: `SCHEDULE_FIRST` (Gantt-driven), `DEPENDENCY_TRACKED` (graph-driven), or `HYBRID` (combination); recorded in `_COORDINATION.md`.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L16|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §6,1
Coverage and telemetry,,"A summary section produced by PROJECT_DECOMP reporting counts, gaps, and open issues that make decomposition quality measurable.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L17|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §8,1
Decision capture,,"The practice of recording a human decision or a logged default selection in a durable, versioned file so that it is retrievable for audit.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L19|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites AGENT_HELPS_HUMANS.md §Definitions,1
Decision right,,"A consequential choice that must be made by a human authority — including acceptance, conflict ruling, scope boundary change, and publication approval — and that cannot be delegated to an agent.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L20|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites AGENT_HELPS_HUMANS.md §Definitions,1
Dependency,,"A relationship between deliverables, definition nodes, or external entities captured in a deliverable-local `Dependencies.csv` register and assigned a stable `DEP-XX-YY-NNN` identifier.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L22|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §3,1
Downstream (direction),,A dependency direction value indicating that the host deliverable produces information for the target deliverable.,SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L25|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §3.3,1
Epistemic label,,"One of four classification tags — FACT, ASSUMPTION, PROPOSAL, TBD — applied to claims in agent outputs to make the certainty status of each claim transparent and auditable.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L27|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §10,1
Execution (dependency class),,"A DAG edge capturing information flow, prerequisites, handoffs, and constraints between work items; the horizontal dimension of the knowledge graph.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L28|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §3.1,1
Filesystem-as-state,,"The architectural principle that project state lives entirely in git-tracked plain files, with no separate database, server state, or configuration that could diverge; the filesystem is the single source of truth.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L30|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites DIRECTIVE.md §2.1,1
Gap (epistemic primitive),,"The explicit, positive assertion that a warrant has not been found; a gap is not the absence of information but an entity representing that absence, making it visible and actionable.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L31|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §10.1,1
Gate,,A defined decision junction at which human approval is required before work may proceed to the next stage; no agent of any type may bypass a gate.,SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L32|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites DIRECTIVE.md §2,1
Hybrid posture,,"An agent execution pattern combining a persona interface (interactive steering) with an internal bounded pipeline, allowing human steering without requiring human decisions at each pipeline step.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L34|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites AGENT_HELPS_HUMANS.md §Definitions,1
INITIALIZED,,"The deliverable lifecycle state in which the document kit (Datasheet, Specification, Guidance, Procedure) has been drafted.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L35|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §5.1,1
Invariant,,"A system-enforced architectural constraint — such as K-PROV-1 (mandatory provenance), K-INVENT-1 (no invention), K-CONFLICT-1 (conflict surfacing), K-AUTH-1/2, and K-BIND-1 (authority limits) — that makes epistemic and authority controls structural rather than advisory.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L38|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites DIRECTIVE.md §2,1
ISSUED,,The deliverable lifecycle state in which the deliverable has been released for use.,SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L39|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §5.1,1
Knowledge decomposition marker,,"A signal in a decomposition document (e.g., headings containing ""Knowledge Categories"" or ""Knowledge Types"") that enables knowledge-type scope selection in TASK pipeline selectors.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L40|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §9.3,1
Knowledge type option,,"A canonical file-type bucket (Datasheet, Specification, Guidance, Procedure, Dependencies, References, Context, Status, Semantic, Memory) selectable in TASK scope mode.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L42|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §9.3,1
Objective,,A success criterion (`OBJ-NNN`) derived from project scope and mapped to supporting deliverables; assigned by PROJECT_DECOMP.,SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L44|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §8,1
OPEN,,The initial deliverable lifecycle state in which a folder exists with the minimum viable fileset but no content has yet been produced.,SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L46|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §5.1,1
Persona agent,,"A conversational interface agent that helps the human steer, interpret, and commit decisions; must preserve human authority and may generate briefs or propose actions but may not make binding decisions autonomously.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L49|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites AGENT_HELPS_HUMANS.md §Definitions,1
Pointer file,,"A mutable file (e.g., `_LATEST.md`) that references the most recent snapshot; may be overwritten on each run while the snapshot itself remains immutable.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L50|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites AGENT_HELPS_HUMANS.md §Definitions,1
Ruling (epistemic primitive),,"A human decision that resolves a gap or conflict, transforming epistemic status; rulings are binding and recorded in versioned files.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L51|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §10.1,1
PWP,,"Permit to Work in Progress; a regulatory instrument authorizing a scope of engineering work under defined conditions, typically requiring a Licensed Professional's oversight and sign-off at defined stages.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L55|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites DIRECTIVE.md §3,1
Scope item,,"An atomic, testable scope statement (`SOW-NNN`) from the Structured Scope of Work, assigned by PROJECT_DECOMP and traceable through the dependency model.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L57|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §8,1
Scope ledger,,"A machine-checkable mapping table correlating every scope item to its corresponding packages and deliverables, ensuring full coverage with no gaps or overlaps.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L58|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §8,1
SEMANTIC_READY,,"The deliverable lifecycle state in which the semantic lens (`_SEMANTIC.md`) has been generated, enabling knowledge-type routing and enrichment.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L59|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §5.1,1
Snapshot,,"An immutable output bundle produced by a task agent per run and stored under a tool root; reruns produce new snapshots rather than overwriting prior outputs, preserving the historical execution record.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L60|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites AGENT_HELPS_HUMANS.md §Definitions,1
Stable identifier,,"An identifier (Package: `PKG-XX`; Deliverable: `DEL-XX-YY`; Dependency: `DEP-XX-YY-NNN`; Scope Item: `SOW-NNN`; Objective: `OBJ-NNN`) assigned once and persisting across renames, path changes, and restructuring.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L61|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §2,1
Stage gate,,"A human-managed project-level milestone (e.g., 30%, 60%, 90%, IFC) tracked separately from deliverable lifecycle states in coordination records.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L62|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §5.2,1
Task agent,,An execution agent that runs straight-through on a bounded scope and produces auditable artifacts without requiring human decisions mid-run.,SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L63|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites AGENT_HELPS_HUMANS.md §Definitions,1
Tool root,,"A filesystem area reserved for derived outputs (snapshots, reports, registers) and isolated from source truth, enforcing write quarantine by preventing agents from contaminating authoritative project files with analytical artifacts.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L66|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites AGENT_HELPS_HUMANS.md §Definitions,1
Type 0 (Architect),,"The agent classification for a project-wide agent that defines and maintains standards, contracts, and role boundaries; the highest authority in the agent hierarchy.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L67|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §4.1,1
Type 1 (Manager),,"The agent classification for a package- or project-scoped agent that interprets intent, decomposes work, routes to specialists, and merges results.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L68|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §4.1,1
Type 2 (Specialist),,The agent classification for a narrow-scope agent that executes bounded briefs with minimal context and returns outputs with evidence; cannot modify rules set by Type 0.,SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L69|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §4.1,1
Upstream (direction),,A dependency direction value indicating that the host deliverable requires information from the target deliverable.,SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L70|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §3.3,1
Warrant (epistemic primitive),,"The justification for believing a claim; always extrinsic (a source citation: file + section + quote), never intrinsic (model confidence or plausibility).",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L73|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §10.1,1
PLACEHOLDER,[PLACEHOLDER],A citation marker indicating that a citation requires verification via web search.,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L3|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0001,Marker semantics stated in source.,1
SEARCH:query,[SEARCH:query],A citation marker indicating that relevant publications need to be identified.,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L3|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0001,Marker semantics stated in source.,1
Professional Practice Management Plans,APEGA_PPMP,,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L17|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0002,Version and publication date require verification.,1
Artificial Intelligence Risk Management Framework (AI RMF 1.0),AI RMF 1.0,,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L19|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0002,,1
Artificial Intelligence Act,Regulation (EU) 2024/1689,,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L21|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0002,,1
Systems Engineering,Systems Engineering Handbook;Systems Engineering and Analysis;Systems Engineering: Principles and Practice,,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L49|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0005;@repo/docs/thesis/references.md:L51|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0005;@repo/docs/thesis/references.md:L53|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0005,Repeated in systems engineering references.,1
Functional Safety,IEC 61508,,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L63|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0006,Edition and part details require verification.,1
professional engineering,professional engineer,,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L71|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0007;@repo/docs/thesis/references.md:L73|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0007;@repo/docs/thesis/references.md:L75|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0007;@repo/docs/thesis/references.md:L77|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0007,Appears in search-query topics.,1
PROV Data Model,PROV-DM,,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L83|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0008,,1
Ontological Model,An Ontological Model of an Information System,,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L87|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0008,,1
complementarity,Complementarity,,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L95|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0009;@repo/docs/thesis/references.md:L97|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0009,Appears in philosophy of knowledge precedents.,1
Personal Knowledge,Post-Critical Philosophy,,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L99|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0009,,1
Tacit Dimension,The Tacit Dimension,,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L101|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0009,,1
absolutely contradictory self-identity,,Nishida's concept is stated as formulated in a 1939 essay and developed through his final 1945 essay.,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L113|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0009,Source provides history rather than a definition.,1
Chirality Project Documents,Internal project documents,Internal project documents filed under the Chirality project repository and cited as design authority documents and primary sources for thesis system specifications.,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L119|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0010,,1
design authority documents,primary sources,Internal project documents are cited as design authority documents and primary sources for system specifications described in the thesis.,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L119|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0010,,1
DIRECTIVE.md,Four-Pillar Framework,,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L121|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0010,,1
SPEC.md,Physical Structures;Schemas;Folder Layouts,,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L123|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0010,,1
TYPES.md,Domain Vocabulary;Stable Identifiers;Enumerations,,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L125|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0010,,1
K-* Invariant Catalog,CONTRACT.md,,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L127|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0010,,1
DBM_Agent_Instruction_Architecture.md,Design Basis Memorandum: Agent Instruction Architecture,,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L129|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0010,,1
AGENT_DECOMP_BASE.md,Decomposition Protocol Standard I1-I10,,SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/references.md:L137|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0010,,1
